NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20250310%WP3945%HOMO SAPIENS	TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20250310%WP3945%HOMO SAPIENS	Details ...	58	0.8409011	1.9965566	0.0	0.0	0.0	1419	tags=66%, list=8%, signal=71%	
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20250310%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20250310%WP3937%HOMO SAPIENS	Details ...	39	0.8480183	1.9812934	0.0	0.0	0.0	1561	tags=64%, list=9%, signal=70%	
SELECTIVE EXPRESSION OF CHEMOKINE RECEPTORS DURING T CELL POLARIZATION%WIKIPATHWAYS_20250310%WP4494%HOMO SAPIENS	SELECTIVE EXPRESSION OF CHEMOKINE RECEPTORS DURING T CELL POLARIZATION%WIKIPATHWAYS_20250310%WP4494%HOMO SAPIENS	Details ...	21	0.87707895	1.9493182	0.0	0.0	0.0	1803	tags=90%, list=10%, signal=100%	
ALLOGRAFT REJECTION%WIKIPATHWAYS_20250310%WP2328%HOMO SAPIENS	ALLOGRAFT REJECTION%WIKIPATHWAYS_20250310%WP2328%HOMO SAPIENS	Details ...	72	0.7812518	1.8939644	0.0	0.0	0.0	1979	tags=63%, list=11%, signal=70%	
CYTOKINES AND INFLAMMATORY RESPONSE%WIKIPATHWAYS_20250310%WP530%HOMO SAPIENS	CYTOKINES AND INFLAMMATORY RESPONSE%WIKIPATHWAYS_20250310%WP530%HOMO SAPIENS	Details ...	13	0.9163879	1.8810248	0.0	0.0	0.0	1161	tags=85%, list=6%, signal=90%	
EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20250310%WP5218%HOMO SAPIENS	EXTRAFOLLICULAR AND FOLLICULAR B CELL ACTIVATION BY SARS COV 2%WIKIPATHWAYS_20250310%WP5218%HOMO SAPIENS	Details ...	62	0.7839205	1.8794559	0.0	0.0	0.0	1789	tags=61%, list=10%, signal=68%	
CANCER IMMUNOTHERAPY BY PD 1 BLOCKADE%WIKIPATHWAYS_20250310%WP4585%HOMO SAPIENS	CANCER IMMUNOTHERAPY BY PD 1 BLOCKADE%WIKIPATHWAYS_20250310%WP4585%HOMO SAPIENS	Details ...	22	0.8338933	1.870186	0.0	0.0	0.0	2435	tags=82%, list=13%, signal=94%	
PURINERGIC SIGNALING%WIKIPATHWAYS_20250310%WP4900%HOMO SAPIENS	PURINERGIC SIGNALING%WIKIPATHWAYS_20250310%WP4900%HOMO SAPIENS	Details ...	27	0.821048	1.8656479	0.0	0.0	0.0	1904	tags=59%, list=10%, signal=66%	
CELL INTERACTIONS IN PANCREATIC CANCER MICROENVIRONMENT%WIKIPATHWAYS_20250310%WP5284%HOMO SAPIENS	CELL INTERACTIONS IN PANCREATIC CANCER MICROENVIRONMENT%WIKIPATHWAYS_20250310%WP5284%HOMO SAPIENS	Details ...	25	0.8228986	1.8556844	0.0	0.0	0.0	2831	tags=84%, list=15%, signal=99%	
GENES ASSOCIATED WITH THE DEVELOPMENT OF RHEUMATOID ARTHRITIS%WIKIPATHWAYS_20250310%WP5033%HOMO SAPIENS	GENES ASSOCIATED WITH THE DEVELOPMENT OF RHEUMATOID ARTHRITIS%WIKIPATHWAYS_20250310%WP5033%HOMO SAPIENS	Details ...	17	0.8656998	1.8531929	0.0	0.0	0.0	1682	tags=82%, list=9%, signal=91%	
