NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS%MSIGDBHALLMARK%HALLMARK_ADIPOGENESIS	Details ...	154	-0.2895486	---	---	1.0	0.0	1447	tags=31%, list=8%, signal=33%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDBHALLMARK%HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	153	-0.7458485	---	---	1.0	0.0	1958	tags=64%, list=11%, signal=71%	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Details ...	79	-0.42022792	---	---	1.0	0.0	10662	tags=100%, list=58%, signal=238%	
PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	PROTEIN SYNTHESIS: ASPARAGINE%SMPDB%SMP0111854	Details ...	79	-0.3507172	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details ...	79	-0.3317068	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	Details ...	79	-0.2895662	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Details ...	79	-0.42022792	---	---	1.0	0.0	10662	tags=100%, list=58%, signal=238%	
PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	Details ...	79	-0.34199998	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	Details ...	79	-0.35347295	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	Details ...	79	-0.34152114	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	PROTEIN SYNTHESIS: METHIONINE%PATHWHIZ%PW112933	Details ...	79	-0.33009598	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	Details ...	80	-0.32310447	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517	PROTEIN SYNTHESIS: SERINE%PATHWHIZ%PW120517	Details ...	79	-0.42022792	---	---	1.0	0.0	10662	tags=100%, list=58%, signal=238%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Details ...	79	-0.32306737	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Details ...	79	-0.30607337	---	---	1.0	0.0	10662	tags=99%, list=58%, signal=235%	
PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	Details ...	79	-0.42022792	---	---	1.0	0.0	10662	tags=100%, list=58%, signal=238%	
MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 91%5389840	MITOCHONDRIAL TRANSLATION ELONGATION%REACTOME DATABASE ID RELEASE 91%5389840	Details ...	87	-0.6533307	---	---	1.0	0.0	1689	tags=52%, list=9%, signal=57%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.4	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.4	Details ...	90	-0.18515344	---	---	1.0	0.0	10662	tags=97%, list=58%, signal=230%	
VIRAL MRNA TRANSLATION%REACTOME DATABASE ID RELEASE 91%192823	VIRAL MRNA TRANSLATION%REACTOME DATABASE ID RELEASE 91%192823	Details ...	86	-0.20388727	---	---	1.0	0.0	11172	tags=97%, list=61%, signal=246%	
MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.4	MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.4	Details ...	90	-0.3393029	---	---	1.0	0.0	1397	tags=30%, list=8%, signal=32%	
